Suspended Bent-knee Inverted Row|Back|Trapezius, Middle|Suspended|Position suspension handles higher than arms' length above floor. Sit on floor and grasp handles. Hang shoulders under handles with arms straight, back and hips straight, with knees bent and feet flat on floor.Pull body up so sides of chest make contact with handles while keeping body straight. Return until arms are extended straight and shoulders are stretched forward. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Self-assisted Rear Pull-up|Lats|Quadriceps|Self-assisted|Grasp bar with overhand wide grip. Position forefeet on floor just behind low bar or on bench just behind high bar.Lower body until arms and shoulders are fully extended. If necessary, use minimal assistance of lower body to control descent allowing knees to bend. Pull body up until bar touches back of neck, again with minimal assistance from lower body. Repeat.If bar is too low, knees may need to spread apart at bottom of motion (as shown) to achieve full range of motion. Range of motion will be compromised if grip is|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Seated Reverse Fly (overhand grip)|Rear Delt|Latissimus Dorsi|Lever (selectorized)|Sit on machine with chest against pad. Grasp horizontal handles with overhand grip at shoulder height. Internally rotate shoulders so elbows are also at height of shoulders.Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back Return and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Reclined Shoulder Press (plate loaded)|Front Delt|Deltoid, Anterior|Lever (plate loaded)|Lie on back pad facing up. Grasp lever handles on each side with overhand grip.Press lever until arms are extended. Lower and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Cable Seated Shoulder Internal Rotation|Internal Rotators|Subscapularis|Cable|Sit with side to low pulley. Grasp cable stirrup with near arm. Position elbow against side with elbow bent approximately 90°.Pull cable stirrup toward body by internally rotating shoulder until forearm is across belly. Return and repeat. Continue with opposite arm.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Bent Knee Side Bridge Hip Abduction|Abductors|Tensor Fasciae Latae|Body Weight|Lie on side with legs bent back 90 degrees, one leg on top of the other. Place forearm under shoulder perpendicular to body.Keeping shank of lower leg on mat or floor, raise hips up off ground while raising upper leg upward away from lower leg. Return to original position and repeat. Continue with opposite leg.Keep knees bent throughout exercise. Exercise can be performed on mat or towel or cushioning can be placed under forearm. See|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Step-down|Glute|Gluteus Maximus|Body Weight|Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, forward of straight knee.Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.Keep torso upright during exercise. Knee of exercised leg should point same direction as foot. SeeExercise can also be performed by placing travelling foot onto and off of bench next to foot of exercised leg (SeeWeighted versions of this exercise would normally be considered auxiliary in context of other basic exercises (ie: Barbell Squat, Sled Leg Press). However, in the context of 'body weight' only program, this exercise can be considered basic.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Hanging Windshield Wiper|Obliques|Rectus Femoris|Body Weight|Grasp and hang from high bar with shoulder width overhand grip. With arms straight, raise hips and position legs vertically by extending shoulders and flexing hips.Turn legs to one side by rotating waist until stretch is felt through waist. Rotate legs to opposite side in same manner. Continue by rotating from side to side.Alternative easier mount involves raising hips with knees bent, then extending legs upward. Arms and legs may bend slightly throughout movement. Knees may bend more during movement if hamstrings are somewhat tight. Although some movement occurs through shoulders and scapula, engaged musculature is classified as stabilizer since movement is relatively limited.For less resistance, bend knees more or perform movement on floor.For greater resistance, wear ankle weights or hold medicine ball between feet.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Single Leg Reclining Squat (bar)|Glute|Quadriceps|Body Weight|Stand behind horizontal bar, lower chest to upper waist height. Grasp bar with both hands. Place feet slightly forward and lean back with arms straight. Balance on one leg with opposite leg extended forward off of ground.While reclining back, squat down as far as possible while keeping leg elevated off of floor. Keep back straight and supporting knee pointed same direction as suppor ting foot. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.Supporting knee should point same direction as foot throughout movement. Range of motion will be improved with greater leg strength andThis exercise would normally be considered auxiliary in context of other basic exercises (ie: Barbell Squat, Sled Leg Press). However, in the context of 'body weight' only program, this exercise can be considered basic.Also see|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Ball Crunch (on stability ball)|Abs|Rectus Abdominis|Body Weight|Sit on exercise ball. Walk forward on ball and lie back on ball with shoulders and head hanging off and knees and hips bent. Gently hyperextend back on contour of ball. Place hands behind neck or beside head.Flex waist to raise upper torso. Return to original position. Repeat.Certain individuals may need to keep their neck in neutral position with space between their chin and sternum. Some individuals may experience low back discomfort if hips are not bent so they must use smaller|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Sled Lying Leg Press|Glute|Gluteus Maximus|Leg Presses|Lie supine on platform with shoulders against pad. Place feet slightly high on platform.Extend hips and knees. Return until hips are completely flexed. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Barbell Behind Neck Press|Front Delt|Deltoid, Anterior|Barbell|Grasp barbell with overhand grip from rack orPress bar upward until arms are extended overhead. Return behind neck and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Hanging Straight Hip Leg Curl|Hamstrings|Hamstrings|Body Weight|Lay supine under fixed horizontal bar. Grasp bar with wide overhand grip. Straighten and raise body off of floor keeping heels on floor.Pull body toward feet by bending knees while keeping hips straight. Roll onto feet until knees are fully flexed. Return body to original position by extending knees. Repeat.Positioned bar so back is slightly above floor once grip is established. Keep low back and hips straight throughout movement. With hips fully extended, Hamstrings enter|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lying Bent Leg Oblique Stretch|Obliques|Obliques|Stretch|Lie supine on floor or mat. Bend knees and place feet flat on floor.Bring both knees and hip to one side. Hold stretch. Repeat with opposite side.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Lying Hip Extension (plate loaded)|Glute|Gluteus Maximus|Lever (plate loaded)|Lie on bench with knees legs over pads. Align hip joints with lever fulcrum. Strap hips down with belt. Grasp handles at each side.Extend hips and knees until legs are straight. Return to original position by flexing hips and knees. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Trap Bar Straight Leg Deadlift|Low Back|Erector Spinae|Barbell|Stand on platform under loaded trap bar. Squat down and grasp handles to sides.With knees straight, lower bar down by bending hips. After hips can no longer flex, bend waist as weights approach floor. Hands should be lowered near sides of ankles. Set weight on floor. Lift bar by extending waist and hip until standing upright. Pull shoulders back slightly if rounded. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Trap Bar Deadlift|Glute|Gluteus Maximus|Barbell|Stand with feet shoulder width or narrower in trap bar, weight to each side. Squat down with feet flat and grasp handles to sides.Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weight to floor by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Fixed Bar Side Deltoid Stretch|Side Delt|Deltoid, Lateral|Stretch|Face stationary bar. Grasp stationary bar with one hand approximately chest height. Rotate body so upper arm is positioned across chest.Turn body into upper arm. Hold stretch. Repeat with opposite arm.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Seated Low Row (plate loaded)|Back|Trapezius, Middle|Seated Rows (Others)|Sit on seat and position chest against pad. Grasp lever handles with overhand/neutral grip.Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Dumbbell Alternating Incline Front Raise|Front Delt|Deltoid, Anterior|Dumbbell|Grasp dumbbells and lie supine on upper portion of 45 degree incline bench with legs straight. Position dumbbells downward below each shoulder.With elbows straight or slightly bent, raise one dumbbell forward, up and over shoulder until upper arm is vertical. Lower dumbbell down to starting position. Repeat raise with other arm, alternating between sides.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Half Squat|Glute|Gluteus Maximus|Body Weight|Stand with arms extended forward.Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend to height which allows prescribed number of reps at suggested intensity, short of thighs descending just past parallel to floor. Stand up by extending knees and hips until legs are straight. Return to standing position and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Smith Single Leg Squat|Glute|Gluteus Maximus|Smith|ctionsWith bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet slightly forward and cross lower leg above knee of supporting leg. Disengage bar by rotating bar back.Bend knee slightly forward while allowing hips to bend, keeping back straight and knee pointed same direction of foot. Descend until thigh of supporting leg is just past parallel to floor. Extend knee and hip until leg is straight. Return and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Single Leg 45° Leg Press|Quads|Quadriceps|Leg Presses|Sit on machine with back on padded support. Place one foot mid height to low on platform. Place outside of resting foot on lower surface with knee positioned out for greater clearance. Push platform up by extending hip and knee. Release dock lever and grasp handles to sides.Lower platform by bending leg until knee is just short of complete flexion. Return by extending knee and hip. Repeat. Continue with opposite leg.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Barbell Hip Thrust|Glute|Gluteus Maximus|Barbell|Sit on floor with long side of bench behind back. Roll barbell back and center over hips. Position upper back on corner of bench. Place feet on floor approximately shoulder width with knees bent. Grasp bar to each side.Raise bar upward by extending hips until straight. Lower and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Sled 45° Leg Press|Quads|Quadriceps|Leg Presses|Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.Lower sled by flexing hips and knees until knees are just short of complete flexion. Return by extending knees and hips. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Hip Flexion|Hip Flexors|Iliopsoas|Lever|Stand on platform facing to one side and grasp bar for support. Position front of leg nearest to machine against padded roller while standing on other leg.Raise lever by flexing hip until knee is higher than hip. Return until hip is extended. Repeat. Continue with opposite leg.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Weighted Twisting Sit-up|Obliques|Obliques|Twisting Sit-ups|Place feet under low overhanging stationary object. Lie supine on floor or mat with hips and knees bent. Hold plate behind neck with both hands.Flex and twist waist to one direction while raising torso from bench by bending hips. Return until back of shoulders contact floor or mat. Repeat to opposite side alternating twists.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Lying Leg-Hip Raise|Abs|Rectus Abdominis|Lever (selectorized)|Lie supine on machine with lower legs between padded bars. Grasp handles on each side.Pull lower leg bar up by flexing hips toward arms by flexing hips then waist. Continue to raise knees toward shoulders by flexing waist, raising hips from board. Return until waist and hips are extended down to original position. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Barbell Alternating Lunge & Rear Lunge|Glute|Gluteus Maximus|Barbell|Stand facing rack with barbell at upper chest height and short platform behind. Position bar on back of shoulders and grasp barbell to sides. Dismount bar from rack and step back. Stand with feet slightly narrower than shoulder width apart.Lunge forward with right leg. Land on heel, then forefoot. Lower body by flexing knee and hip of right front leg until knee of rear left leg is almost in contact with floor. Forcibly extending hip and knee of forward right leg to return to original standing position.Step back with right leg while bending supporting left leg. Plant right forefoot far back on floor. Lower body by flexing knee and hip of supporting left leg until knee of rear right leg is almost in contact with floor. Return to original standing position by extending hip and knee of supporting left leg and return rear right leg next to supporting leg. Repeat movement with opposite legs alternating between sides.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Dumbbell Shoulder Internal Rotation (on floor)|Internal Rotators|Subscapularis|Dumbbell|Hold dumbbell in one hand. Lie on mat with dumbbell in hand. Position upper arm on mat close to body. Bend elbow approximately 90° with dumbbell held upright above elbow.Maintaining 90° bend in elbow, lower dumbbell toward floor until slight stretch is felt in shoulder. Lift dumbbell toward body by internally rotating shoulder until forearm is vertical and repeat. Continue with opposite arm.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Seated Glute Stretch (chair)|Glute|Gluteus Maximus|Seated|Sit on chair or bench with ankles positioned below knees. Cross lower leg over thigh of opposite leg.Lean down, lowering torso toward thighs. Hold stretch. Repeat with opposite leg.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Sled Hack Calf Press|Calf|Gastrocnemius|Sled|Lie supine on sled with shoulders against pad and place feet on platform. Grasp handles to sides and straighten knees. Place toes and balls of feet on lower portion of platform with heels and arches extending off.Push sled up away from platform by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Alternating Bent-over Leg Curl|Hamstrings|Hamstrings|Lever (selectorized)|Stand in machine with lower pads behind lower legs, upper pads in front of thighs, and lever fulcrum between knees. Bend over, placing forearms on pads, and grasp handles.Raise left foot slightly off of floor or platform. Raise lever up with left leg, bending knee as high as possible. Return lever until knee is straight. Shift body weight to left foot and raise right foot slightly off of floor or platform. Raise lever up with right leg, bending knee as high as possible. Continue alternating movement between legs.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Dumbbell Standing Calf Raise|Calf|Gastrocnemius|Dumbbell|Grasp dumbbell in one hand to side. Position toes and balls of feet on calf block with arches and heels extending off. Place hand on support for balance.Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Cable Lying Leg-Hip Raise|Abs|Rectus Abdominis|Cable|Attach cable ankle straps to both ankles then attach ankle straps to cable. Lie supine on floor or mat, back far enough so cable is taut. Grasp support behind head.Raise legs by flexing hips while flexing knees until hips are fully flexed. Raise hips from floor by flexing waist. Return until waist, hips and knees are extended downward. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
PNF Seated Glute Stretch|Glute|Gluteus Maximus|Seated|Instruct participant to sit on floor or mat, reclining back with support of both arms behind body, and feet on floor and knees bent. Have them cross their lower leg (just above ankle) over thigh of opposite leg. Position chest on participant's back and grasp participant's lower knee and upper ankle.Push participant's torso toward legs. Hold stretch. Repeat with legs in opposite position|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Step-down|Quads|Quadriceps|Body Weight|Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, slightly forward of straight knee.Stand on elevated surface by straightening leg and pushing body upward. Step down returning foot off of elevated surface to floor and repeat. Continue with opposite position.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Shoulder Press|Front Delt|Deltoid, Anterior|Lever (selectorized)|Set and grasp lever handles to each side with overhand grip.Press lever upward until arms are extended overhead. Lower and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Pulldown (parallel grip)|Lats|Latissimus Dorsi|Lever (selectorized)|Sit on seat. Reach up and grasp parallel handles.Pull levers down to sides of shoulders. Return until arms and shoulders are fully extended. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Barbell Sumo Block Pull|Low Back|Latissmus Dorsi|Barbell|With barbell on blocks, position feet under bar with very wide stance. Squat down and grasp bar between legs with shoulder width mixed grip. Face forward while positioning shoulders upward with arms straight, chest high, hips low, and back straight.Pull bar up by driving feet outward while pulling chest up. Extend knees when bar passes knees. At top of lift, when torso is upright, drive shoulders back and chest up. Return weight to blocks by bending hips back and knees pointed outward, while keeping chest high and back straight. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Single Leg Box Squat (pistol)|Glute|Gluteus Maximus|Body Weight|Stand in front of adjustable height bench or box. Extend arms out in front of body. Balance on one leg with opposite leg extended forward off of ground.Squat down while keeping leg elevated off of floor. Keep back straight and supporting knee pointed same direction as foot supporting. Once bottocks makes contact with bench or box, raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.Range of motion will be improved with greater leg strength. Supporting knee should point same direction as foot throughout movement. Weighted versions of this exercise would normally be considered auxiliary in context of other basic exercises (ie: Barbell Squat, Sled Leg Press). However, in the context of 'body weight' only program, this exercise can be considered basic. Also known as Bench Pistol Squat or Single Leg Bench Squat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Cable Bar Pushdown (forward leaning)|Triceps|Triceps Brachii|Cable|Face high pulley and grasp cable bar attachment with overhand grip. Position one leg back and bend forward leg with body leaning forward. Position revolving bar down in front of face with forearms nearing vertical.Push cable bar downward by extending arms until elbows are straight. Return to front of face until forearms are nearly vertical and close to upper arm. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Barbell Single Leg Split Squat (plate loaded)|Glute|Gluteus Maximus|Lever (plate loaded)|Place bench behind smith bar. With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place foot slightly forward under bar. Extend other leg back and place top of foot on bench. Disengage bar by rotating bar back.Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Single Leg 45° Hyperextension|Hamstrings|Hamstrings|Body Weight|Position thighs prone on padding. Hook one heel under platform lip or padded brace. Position other leg just above. Place arms to side, crossed on chest, or behind neckRaise upper body until hips and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Behind Head Chest Stretch|Chest|Pectoralis Major, Sternal|Stretch|Place hands behind head.Pull elbows back further behind ears. Hold stretch.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Single Leg Hanging Hamstring Bridge Curl|Hamstrings|Hamstrings|Body Weight|Raise hip and bent lower leg up by extending hip of elevated leg. Maintain bent position of lower leg allowing it to rise with hips. Before full hip extension, pull body toward foot by bending knee and hip of elevated leg. Roll onto foot until knee is fully flexed. Return body to original position by extending knee, then lowering hips and bent lower leg to original position just above floor. Repeat. Continue with opposite leg position.Platform should be high enough to allow hip to flex without buttocks contacting floor. Full range of motion will vary from person to person.Adductor Magnus may only assist at initial phase hip extension depending on degree of hip flexion at bottom of movement. Preventing full extension of hip allows hamstrings to remain in a mechanically strong position as it approaches full flexion by reducing|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Standing Side Reach Lat Stretch|Lats|Latissimus Dorsi|Stretch|Stand with feet far apart. Place one arm on side of thigh. Put opposite arm overhead.Lean and reach to side away from raised arm. Hold stretch. Repeat with opposite arm.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Weighted Incline Leg Raise|Hip Flexors|Iliopsoas|Weighted|Sit on incline board. Place weight between feet or use no weight. Lie supine on incline board with torso elevated. Grasp feet hooks or sides of board for support.Raise legs by flexing hips and knees until hips are completely flexed. Return until hips and knees are extended. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Barbell Standing Preacher Curl|Brachialis|Brachialis|Barbell|Placing back of arms on pad with one foot forward, grasp curl bar with shoulder width underhand grip.Raise bar until forearms are vertical. Lower barbell until arms are fully extended. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever One Arm Bent-over Row (plate loaded)|Back|Trapezius, Middle|Lever (plate loaded)|Kneel over side of bench facing loaded side of lever bar by placing knee and hand of supporting arm on bench. Position foot of opposite leg slightly back to side, straddling bar. Grasp bar from floor, several inches under barbell plates.Pull lever bar up to side until bar contacts shoulder or just until elbow travels behind height of back. Return until arm is extended and shoulder is stretched downward. Repeat and continue with opposite arm.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Cable One Arm Shrug|Traps|Trapezius, Upper|Cable|Grasp stirrup with one hand and stand close to low pulley to side.With arms straight, elevate shoulder as high as possible. Lower and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Dumbbell Lunge|Quads|Quadriceps|Dumbbell|Stand with dumbbells grasped to sides.Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Prone Infraspinatus Stretch|External Rotators|Teres Minor|Stretch|Lie prone on mat or floor. Extend arms out to each side on floor.  Bend elbows 90º and position back of hands to sides of body.Lower bend arms toward floor and hold stretch.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Gripless Shrug (plate loaded)|Traps|Trapezius, Upper|Lever (plate loaded)|Stand with shoulders under padded lever.Elevate shoulders as high as possible. Lower and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Seated Twist (gripless)|Obliques|Obliques|Lever (selectorized)|Adjust range of motion setting on seat to one side. Sit with legs straddled against padding. Wrap arms behind and under padded bars around each side.Rotate torso through waist to opposite side. Return and repeat. Adjust range of motion setting to opposite side and repeat in opposite direction.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Cable Standing Straight Leg Raise|Hip Flexors|Iliopsoas|Cable|Stand facing away from low pulley. Place foot in cable boot or foot harness. Grasp lateral bars or other prop for support. Stand forward on free leg, allowing leg attached to cable to be pulled back.Raise leg upward by flexing hip while keeping knee straight. Raise leg as high as possible. Lower leg to original starting position. Repeat. Continue with opposite leg.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Close Grip Pulldown|Lats|Erector Spinae|Lever (selectorized)|Grasp parallel lever bars. Sit with thighs under supports.Pull down handles to sides of chest while leaning back slightly. Return until arms and shoulders are fully extended. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Barbell Reverse Calf Raise|Shin|Tibialis Anterior|Barbell|Place barbell on power rack upper chest height and calf block under barbell. Position back of shoulders under barbell with both hands to sides. Position heels on forward edge of calf block. Lean barbell against rack and raise from supports by extending knees and hips. Support barbell against verticals with both hands to sides.Pull forefoot of both feet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Dumbbell Squat|Glute|Gluteus Maximus|Dumbbell|Stand with dumbbells grasped to sides.Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Barbell Bench Press (power lift)|Chest|Pectoralis Major, Sternal|Barbell|Lie supine on bench. Grasp bar with overhand and slightly wider than shoulder width grip. Arch back, extend hips, and position feet back flat on floor. Dismount barbell from rack over chest.Lower weight to lower chest. Press bar upward until arms are extended. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Shrug|Traps|Trapezius, Upper|Lever (selectorized)|Stand holding lever bar with shoulder width overhand or mixed grip.Elevate shoulders as high as possible. Lower and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Seated Leg Press|Glute|Gluteus Maximus|Leg Presses|Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Lever Piriformis Stretch|External Rotators|Piriformis|Stretch|Sit on seat in forward position with lower leg on shin pad, feet on foot rest. Place hands through wrist straps. Hold upper bar with overhand grip, both hands left of center. Position left leg extended toward right center.Push and lower seat back. Repeat with opposite leg.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Cable One Arm Seated High Row|Back|Trapezius, Middle|Cable|Sit slightly forward on platform or secured bench close to cable attachment. Bend forward and grasp cable stirrup with one hand. Slide hips back by positioning knees with slight bend. Allow arm, shoulder, and torso to be pulled forward under weight on cable.Pull cable attachment to side of torso, straightening back and leaning back slightly. Pull shoulder back and push chest forward during contraction. Return until arm is extended and torso is pulled forward. Repeat. Continue with opposite arm.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Jack-knife on Ball|Hip Flexors|Iliopsoas|Body Weight|Kneel with chest or waist on exercise ball. Dive over top and place hands on floor with arms extended down supporting upper body. While keeping body horizontal, walk hands further away from ball until shins are positioned on top of ball. With arms vertical and straight, support body off of floor with body straight. See suggestedBend hips and knees, allowing shins to roll over top of ball. Pull knees toward chest until heels are under or near glutes. Return by extending hips and knees to original position. Repeat.Keep arms straight with shoulders positioned above hands. Rectus Abdominis and Obliques only|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Dumbbell Lying One Arm Rear Lateral Raise|Rear Delt|Deltoid, Posterior|Dumbbell|With dumbbell in one hand, lie chest down on elevated bench. Position palm forward (thumb up) with elbow straight or slightly bent.Raise upper arm to side until elbow is shoulder height. Maintain upper arms perpendicular to torso with elbow straight throughout exercise. Maintain palm forward position. Lower and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Smith Squat|Glute|Gluteus Maximus|Smith|With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet slightly forward. Disengage bar by rotating bar back.Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Cable Incline Bench Press|Upper Chest|Pectoralis Major, Clavicular|Cable|Sit on seat and grasp stirrups to each side (attached to low cable pulleys). Lie back on incline back support. Position stirrups out to each side of chest with bent arm under each wrist.Push stirrups up over each shoulder until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in chest or shoulders. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
Back Extension (on stability ball, arms crossed)|Low Back|Erector Spinae|Bodyweight|Lie prone on ball, with front of feet apart on floor or with feet against base of wall. Cross arms, hands in front of shoulders.Raise torso off of ball by hyperextending spine. Lower torso onto ball allowing spine to flex. Repeat.|Basic|https://www.rocketdogrescue.org/wp-content/uploads/2016/08/dog-working-out.jpg|False
